Personnel ID,First Name,Last Name,Gender Description,Age,Duty Description,Duty Location,"Employee Status 
(1-4)",Pay Grade,Start Date
HI912141,Charles,Jones, Male,53,Rigger , Fabrication Shops,4,18,4/16/2007
HI668449,Susan,Miller, Female,34,Rigger , Administrative Offices,3,28,4/23/2007
HI429130,Jessica,Jones, Female,63,Rigger , Administrative Offices,4,18,4/30/2007
HI734323,Linda,Davis, Female,58,Rigger , Slipways,2,18,4/30/2007
HI458581,Jennifer,Smith, Female,65,Rigger , Storage Areas,4,28,5/28/2007
HI687559,Susan,Miller, Female,53,Rigger , Wet Docks,2,25,5/28/2007
HI993003,Mary,Rodriguez, Female,65,Rigger , Fabrication Shops,2,22,5/28/2007
HI900561,Richard,Brown, Male,19,Rigger , Paint Shops,4,22,7/2/2007
HI357379,Patricia,Martinez, Female,39,Rigger , Outfitting Docks,3,28,7/2/2007
HI158470,Richard,Miller, Male,57,Rigger , Outfitting Docks,4,22,7/16/2007
HI708191,Sarah,Jones, Female,63,Rigger , Storage Areas,3,28,7/23/2007
HI661488,Jennifer,Martinez, Unknown,48,Rigger , Administrative Offices,3,18,7/23/2007
HI588755,Mary,Miller, Female,27,Rigger , Testing Facilities,2,18,8/6/2007
HI743439,Mary,Miller, Female,46,Rigger , Outfitting Docks,2,18,8/20/2007
HI889855,Joseph,Miller, Male,22,Rigger , Storage Areas,3,28,9/24/2007
HI387652,William,Smith, Male,43,Rigger , Slipways,2,22,10/1/2007
HI023110,Thomas,Miller, Male,57,Rigger , Slipways,1,22,10/22/2007
HI553355,Karen,Johnson, Female,45,Rigger , Administrative Offices,4,28,10/29/2007
HI753739,Richard,Smith, Male,33,Rigger , Slipways,3,25,10/29/2007
HI239315,Linda,Davis, Female,39,Rigger , Paint Shops,1,28,12/3/2007
HI481312,Susan,Garcia, Unknown,52,Rigger , Paint Shops,2,25,12/3/2007
HI560988,Susan,Williams, Female,52,Rigger , Fabrication Shops,4,25,12/10/2007
HI262092,Jennifer,Williams, Unknown,39,Rigger , Dry Docks,1,18,12/31/2007
HI074117,Richard,Martinez, Male,46,Rigger , Storage Areas,2,18,1/7/2008
HI031667,Jessica,Garcia, Female,50,Rigger , Fabrication Shops,2,28,1/21/2008
HI712194,Karen,Brown, Female,53,Rigger , Storage Areas,2,18,1/28/2008
HI343546,Mary,Jones, Female,21,Rigger , Wet Docks,4,25,2/4/2008
HI217051,Barbara,Miller, Female,28,Rigger , Paint Shops,3,28,2/4/2008
HI847557,James,Davis, Male,41,Rigger , Dry Docks,3,25,2/4/2008
HI437882,Susan,Smith, Female,57,Rigger , Fabrication Shops,4,22,2/4/2008
HI347896,Sarah,Garcia, Female,46,Rigger , Fabrication Shops,2,28,2/4/2008
HI441528,Karen,Martinez, Female,41,Rigger , Storage Areas,2,28,2/11/2008
HI830697,Elizabeth,Miller, Female,21,Rigger , Paint Shops,4,22,2/18/2008
HI676658,Karen,Williams, Female,47,Rigger , Outfitting Docks,3,22,2/25/2008
HI293439,Sarah,Smith, Female,24,Rigger , Wet Docks,4,28,3/3/2008
HI202276,Jessica,Johnson, Female,53,Rigger , Wet Docks,4,28,3/10/2008
HI779409,Jessica,Garcia, Female,26,Rigger , Dry Docks,3,18,3/17/2008
HI635359,John,Rodriguez, Male,42,Rigger , Cranes and Heavy Lifting Equipment,3,25,4/7/2008
HI365174,Linda,Martinez, Female,45,Rigger , Testing Facilities,3,28,4/7/2008
HI588294,Joseph,Jones, Male,29,Rigger , Administrative Offices,3,18,4/14/2008
HI103124,Jessica,Jones, Female,57,Rigger , Administrative Offices,3,28,5/5/2008
HI110500,David,Smith, Male,64,Rigger , Administrative Offices,1,22,6/2/2008
HI143950,James,Brown, Unknown,18,Rigger , Paint Shops,2,18,6/23/2008
HI070709,Barbara,Miller, Female,55,Rigger , Wet Docks,1,25,6/30/2008
HI005231,Charles,Jones, Unknown,18,Rigger , Paint Shops,3,25,7/28/2008
HI945082,David,Jones, Male,35,Rigger , Administrative Offices,2,25,8/4/2008
HI861519,Charles,Smith, Male,52,Rigger , Dry Docks,2,22,8/25/2008
HI832003,Barbara,Williams, Female,51,Rigger , Fabrication Shops,3,25,11/3/2008
HI185468,Charles,Smith, Male,57,Rigger , Cranes and Heavy Lifting Equipment,4,18,11/10/2008
HI884251,Karen,Miller, Female,31,Rigger , Paint Shops,2,28,11/10/2008
HI344647,Joseph,Miller, Male,63,Rigger , Wet Docks,2,25,11/24/2008
HI359900,Charles,Smith, Male,25,Rigger , Testing Facilities,2,25,12/1/2008
HI650043,James,Garcia, Male,29,Rigger , Wet Docks,3,22,12/1/2008
HI824891,Charles,Miller, Male,37,Rigger , Paint Shops,4,25,12/8/2008
HI676726,Susan,Garcia, Female,51,Rigger , Administrative Offices,2,18,12/29/2008
HI695913,Thomas,Davis, Male,26,Rigger , Storage Areas,2,22,1/12/2009
HI027352,David,Jones, Male,26,Rigger , Administrative Offices,3,25,3/16/2009
HI676136,David,Miller, Male,33,Rigger , Storage Areas,2,25,3/23/2009
HI879840,Richard,Johnson, Male,42,Rigger , Storage Areas,4,28,3/30/2009
HI211990,John,Rodriguez, Unknown,22,Rigger , Administrative Offices,4,28,4/13/2009
HI376210,Thomas,Williams, Male,57,Rigger , Fabrication Shops,3,25,4/13/2009
HI446941,Barbara,Miller, Female,36,Rigger , Outfitting Docks,2,25,5/11/2009
HI205278,Mary,Williams, Female,50,Rigger , Paint Shops,1,18,5/25/2009
HI738124,Barbara,Davis, Unknown,32,Rigger , Storage Areas,2,22,6/15/2009
HI088057,John,Davis, Male,60,Rigger , Testing Facilities,3,18,6/22/2009
HI762213,Sarah,Jones, Unknown,32,Rigger , Cranes and Heavy Lifting Equipment,2,28,6/22/2009
HI566525,Robert,Miller, Male,63,Rigger , Cranes and Heavy Lifting Equipment,3,25,6/29/2009
HI816350,Sarah,Smith, Female,21,Rigger , Wet Docks,4,28,6/29/2009
HI265059,Thomas,Davis, Male,32,Rigger , Wet Docks,2,18,7/13/2009
HI336098,James,Brown, Male,62,Rigger , Slipways,4,22,7/27/2009
HI667166,Jessica,Rodriguez, Female,44,Rigger , Testing Facilities,4,18,8/17/2009
HI993310,Elizabeth,Garcia, Female,65,Rigger , Paint Shops,1,25,8/24/2009
HI159408,Charles,Miller, Male,32,Rigger , Administrative Offices,3,18,9/7/2009
HI116673,Sarah,Garcia, Female,18,Rigger , Slipways,3,22,9/28/2009
HI513483,Thomas,Miller, Male,54,Rigger , Paint Shops,2,18,10/5/2009
HI987399,Barbara,Martinez, Female,38,Rigger , Dry Docks,2,25,10/19/2009
HI413901,Joseph,Jones, Male,22,Rigger , Administrative Offices,1,18,11/2/2009
HI502861,Karen,Miller, Female,63,Rigger , Administrative Offices,2,28,11/23/2009
HI355440,Robert,Brown, Male,57,Rigger , Slipways,4,18,11/30/2009
HI078875,Susan,Smith, Female,19,Rigger , Slipways,3,18,12/7/2009
HI579456,Sarah,Davis, Female,52,Rigger , Storage Areas,2,25,1/4/2010
HI545172,Sarah,Brown, Female,53,Rigger , Outfitting Docks,3,22,1/11/2010
HI606570,Elizabeth,Brown, Female,49,Rigger , Fabrication Shops,3,18,2/1/2010
HI510700,Elizabeth,Williams, Female,37,Rigger , Wet Docks,1,28,2/1/2010
HI743422,Charles,Garcia, Male,55,Rigger , Fabrication Shops,4,18,2/22/2010
HI000994,Elizabeth,Jones, Female,55,Rigger , Administrative Offices,3,25,3/8/2010
HI854292,Elizabeth,Williams, Female,41,Rigger , Fabrication Shops,4,18,3/8/2010
HI002380,Elizabeth,Miller, Female,39,Rigger , Storage Areas,3,28,3/29/2010
HI035847,John,Rodriguez, Male,44,Rigger , Slipways,3,22,4/5/2010
HI515356,Mary,Williams, Female,29,Rigger , Paint Shops,1,25,4/26/2010
HI391316,Charles,Rodriguez, Male,30,Rigger , Fabrication Shops,3,28,4/26/2010
HI943938,Richard,Miller, Male,21,Rigger , Slipways,1,18,5/17/2010
HI913342,James,Williams, Male,52,Rigger , Dry Docks,2,18,5/24/2010
HI304417,Patricia,Williams, Female,44,Rigger , Administrative Offices,2,18,5/24/2010
HI590379,Robert,Smith, Male,43,Rigger , Administrative Offices,1,18,5/31/2010
HI924817,Linda,Rodriguez, Female,42,Rigger , Testing Facilities,2,25,5/31/2010
HI445951,Robert,Miller, Male,53,Rigger , Dry Docks,2,22,6/7/2010
HI549126,Linda,Smith, Unknown,65,Rigger , Paint Shops,3,18,6/21/2010
HI637695,Joseph,Miller, Male,35,Rigger , Fabrication Shops,3,18,6/28/2010
HI922607,James,Williams, Male,51,Rigger , Fabrication Shops,3,28,6/28/2010
HI961329,Robert,Johnson, Male,55,Rigger , Storage Areas,3,18,6/28/2010
HI981475,John,Williams, Male,65,Rigger , Wet Docks,3,25,7/5/2010
HI499416,Mary,Johnson, Female,45,Rigger , Dry Docks,2,18,8/2/2010
HI954720,Karen,Williams, Unknown,23,Rigger , Outfitting Docks,2,28,8/2/2010
HI939633,Michael,Johnson, Male,40,Rigger , Cranes and Heavy Lifting Equipment,1,28,8/9/2010
HI686224,Susan,Smith, Female,41,Rigger , Paint Shops,4,18,8/16/2010
HI071073,Thomas,Johnson, Male,30,Rigger , Paint Shops,2,25,8/23/2010
HI892873,Linda,Johnson, Female,50,Rigger , Outfitting Docks,3,22,8/30/2010
HI936121,Susan,Smith, Female,65,Rigger , Slipways,1,22,9/6/2010
HI190543,Jessica,Jones, Female,21,Rigger , Wet Docks,1,25,10/4/2010
HI171172,Thomas,Brown, Male,38,Rigger , Outfitting Docks,2,18,10/18/2010
HI636480,Jessica,Miller, Unknown,39,Rigger , Outfitting Docks,4,18,11/1/2010
HI755577,Linda,Miller, Unknown,24,Rigger , Storage Areas,4,25,11/8/2010
HI752447,Patricia,Garcia, Female,58,Rigger , Storage Areas,3,22,11/15/2010
HI739462,Susan,Miller, Female,52,Rigger , Wet Docks,2,25,11/22/2010
HI213484,Sarah,Jones, Female,47,Rigger , Testing Facilities,1,18,11/29/2010
HI321967,Patricia,Williams, Female,51,Rigger , Testing Facilities,4,22,12/6/2010
HI224244,John,Rodriguez, Male,49,Rigger , Paint Shops,2,18,1/3/2011
HI426240,Linda,Jones, Female,35,Rigger , Administrative Offices,4,25,1/17/2011
HI958031,William,Martinez, Male,63,Rigger , Outfitting Docks,4,28,3/14/2011
HI160413,James,Brown, Male,38,Rigger , Testing Facilities,3,25,3/28/2011
HI467225,Sarah,Johnson, Female,61,Rigger , Cranes and Heavy Lifting Equipment,2,28,4/4/2011
HI274128,James,Jones, Male,28,Rigger , Administrative Offices,1,18,4/11/2011
HI763916,Barbara,Miller, Female,22,Rigger , Fabrication Shops,3,22,4/18/2011
HI716476,Sarah,Jones, Female,27,Rigger , Storage Areas,2,22,4/18/2011
HI257524,David,Davis, Male,36,Rigger , Wet Docks,3,18,5/2/2011
HI727890,Karen,Johnson, Female,38,Rigger , Wet Docks,1,22,5/9/2011
HI200415,Mary,Davis, Female,43,Rigger , Wet Docks,4,28,5/16/2011
HI461917,Linda,Smith, Female,61,Rigger , Storage Areas,2,18,6/20/2011
HI816896,Michael,Garcia, Male,38,Rigger , Testing Facilities,3,18,7/4/2011
HI376361,Jennifer,Brown, Female,59,Rigger , Cranes and Heavy Lifting Equipment,3,22,7/11/2011
HI069259,Elizabeth,Jones, Female,48,Rigger , Fabrication Shops,3,28,8/1/2011
HI702022,Karen,Jones, Female,42,Rigger , Dry Docks,2,22,8/8/2011
HI178787,Susan,Johnson, Female,56,Rigger , Outfitting Docks,3,18,8/22/2011
HI710643,Joseph,Johnson, Male,58,Rigger , Testing Facilities,1,22,9/12/2011
HI568628,Sarah,Johnson, Female,29,Rigger , Slipways,4,28,9/12/2011
HI123864,Karen,Martinez, Female,34,Rigger , Storage Areas,1,25,9/19/2011
HI616809,Jennifer,Brown, Female,62,Rigger , Paint Shops,4,25,9/19/2011
HI263661,Mary,Brown, Female,34,Rigger , Fabrication Shops,4,28,9/26/2011
HI906302,Jessica,Garcia, Female,56,Rigger , Cranes and Heavy Lifting Equipment,3,25,9/26/2011
HI064390,John,Brown, Male,36,Rigger , Storage Areas,4,28,10/3/2011
HI830540,Mary,Davis, Female,44,Rigger , Testing Facilities,3,25,10/3/2011
HI626727,Richard,Davis, Male,37,Rigger , Administrative Offices,3,28,10/10/2011
HI778909,Jessica,Williams, Female,53,Rigger , Slipways,1,25,10/24/2011
HI320427,Mary,Jones, Female,33,Rigger , Fabrication Shops,1,25,11/14/2011
HI341201,Charles,Brown, Male,64,Rigger , Fabrication Shops,4,28,11/28/2011
HI485223,John,Smith, Male,44,Rigger , Storage Areas,1,28,12/5/2011
HI299432,William,Jones, Male,33,Rigger , Slipways,4,22,1/9/2012
HI725346,David,Martinez, Male,47,Rigger , Cranes and Heavy Lifting Equipment,4,25,1/16/2012
HI694251,Elizabeth,Miller, Female,30,Rigger , Slipways,1,28,1/23/2012
HI363530,David,Davis, Male,33,Rigger , Storage Areas,3,28,1/30/2012
HI896523,Sarah,Martinez, Female,57,Rigger , Cranes and Heavy Lifting Equipment,4,28,1/30/2012
HI305724,Elizabeth,Davis, Unknown,37,Rigger , Storage Areas,2,18,1/30/2012
HI416797,Michael,Rodriguez, Male,50,Rigger , Cranes and Heavy Lifting Equipment,3,22,2/13/2012
HI041865,Charles,Smith, Male,28,Rigger , Fabrication Shops,3,22,2/20/2012
HI267897,Joseph,Martinez, Male,27,Rigger , Paint Shops,2,22,2/20/2012
HI381399,Mary,Martinez, Unknown,37,Rigger , Cranes and Heavy Lifting Equipment,4,25,3/5/2012
HI162806,John,Davis, Male,46,Rigger , Dry Docks,3,18,3/5/2012
HI306232,Karen,Jones, Female,52,Rigger , Storage Areas,1,25,3/12/2012
HI596075,Jessica,Rodriguez, Female,38,Rigger , Testing Facilities,3,22,3/12/2012
HI282212,Jessica,Davis, Female,41,Rigger , Dry Docks,4,18,3/19/2012
HI397733,Richard,Martinez, Male,47,Rigger , Storage Areas,3,28,3/26/2012
HI733928,Elizabeth,Johnson, Female,21,Rigger , Testing Facilities,4,22,4/9/2012
HI467409,James,Smith, Male,26,Rigger , Testing Facilities,4,25,4/9/2012
HI185113,James,Miller, Male,41,Rigger , Fabrication Shops,2,28,4/16/2012
HI504844,Richard,Brown, Male,21,Rigger , Storage Areas,3,28,5/7/2012
HI455191,Jennifer,Martinez, Female,58,Rigger , Outfitting Docks,2,25,5/7/2012
HI621385,Richard,Miller, Unknown,46,Rigger , Wet Docks,4,22,5/21/2012
HI132437,Jennifer,Miller, Female,54,Rigger , Testing Facilities,3,25,7/9/2012
HI552683,Joseph,Jones, Male,54,Rigger , Storage Areas,3,28,7/16/2012
HI180595,Susan,Jones, Female,59,Rigger , Paint Shops,4,18,7/30/2012
HI577474,Richard,Johnson, Male,46,Rigger , Fabrication Shops,2,18,8/13/2012
HI109075,David,Rodriguez, Unknown,18,Rigger , Testing Facilities,1,25,8/27/2012
HI168808,Michael,Rodriguez, Male,61,Rigger , Outfitting Docks,1,18,8/27/2012
HI948079,Patricia,Davis, Female,32,Rigger , Dry Docks,1,18,9/17/2012
HI905253,Mary,Smith, Unknown,24,Rigger , Wet Docks,3,28,9/24/2012
HI236267,Linda,Martinez, Female,54,Rigger , Cranes and Heavy Lifting Equipment,3,22,10/15/2012
HI788159,Joseph,Brown, Male,56,Rigger , Administrative Offices,2,28,10/15/2012
HI889892,Charles,Smith, Unknown,50,Rigger , Dry Docks,4,25,10/22/2012
HI239741,Richard,Brown, Male,20,Rigger , Cranes and Heavy Lifting Equipment,3,18,10/29/2012
HI743995,Charles,Garcia, Male,30,Rigger , Cranes and Heavy Lifting Equipment,3,18,11/5/2012
HI093702,Karen,Smith, Female,33,Rigger , Fabrication Shops,3,22,11/12/2012
HI960931,John,Brown, Male,47,Rigger , Outfitting Docks,2,25,11/26/2012
HI891425,Sarah,Garcia, Female,61,Rigger , Testing Facilities,2,25,12/24/2012
HI019514,Joseph,Davis, Male,54,Rigger , Cranes and Heavy Lifting Equipment,2,25,1/7/2013
HI924087,Charles,Martinez, Male,44,Rigger , Fabrication Shops,1,18,1/14/2013
HI977554,Linda,Johnson, Female,31,Rigger , Testing Facilities,3,22,1/14/2013
HI197302,Michael,Brown, Male,58,Rigger , Slipways,2,28,1/28/2013
HI549352,David,Martinez, Male,18,Rigger , Paint Shops,2,18,1/28/2013
HI960326,Karen,Rodriguez, Female,62,Rigger , Cranes and Heavy Lifting Equipment,1,22,3/4/2013
HI813963,Mary,Miller, Female,18,Rigger , Wet Docks,3,28,4/1/2013
HI581174,Thomas,Davis, Male,49,Rigger , Paint Shops,3,22,5/27/2013
HI124783,Charles,Miller, Unknown,37,Rigger , Dry Docks,2,25,6/10/2013
HI666526,John,Brown, Male,49,Rigger , Fabrication Shops,1,22,7/1/2013
HI681721,Jennifer,Williams, Female,41,Rigger , Outfitting Docks,3,25,7/1/2013
HI416715,Susan,Brown, Female,26,Rigger , Fabrication Shops,1,22,8/12/2013
HI253882,William,Miller, Male,51,Rigger , Cranes and Heavy Lifting Equipment,2,18,9/9/2013
HI007333,Joseph,Martinez, Male,53,Rigger , Cranes and Heavy Lifting Equipment,3,28,9/9/2013
HI048193,Karen,Garcia, Female,65,Rigger , Storage Areas,3,22,11/4/2013
HI613917,James,Miller, Male,51,Rigger , Administrative Offices,2,18,11/4/2013
HI759551,Mary,Brown, Female,36,Rigger , Fabrication Shops,2,22,11/4/2013
HI900828,Michael,Martinez, Male,43,Rigger , Cranes and Heavy Lifting Equipment,3,28,11/18/2013
HI476225,Thomas,Brown, Male,34,Rigger , Outfitting Docks,1,18,11/25/2013
HI703928,Elizabeth,Miller, Female,52,Rigger , Dry Docks,4,25,11/25/2013
HI543499,Jennifer,Johnson, Female,60,Rigger , Cranes and Heavy Lifting Equipment,2,25,12/9/2013
HI703058,Mary,Martinez, Female,47,Rigger , Outfitting Docks,1,18,12/30/2013
HI829145,William,Martinez, Unknown,29,Rigger , Fabrication Shops,3,22,1/20/2014
HI672760,Jessica,Rodriguez, Female,40,Rigger , Outfitting Docks,2,18,1/27/2014
HI848387,Charles,Johnson, Male,33,Rigger , Paint Shops,3,25,2/3/2014
HI821561,James,Johnson, Male,33,Rigger , Dry Docks,2,28,2/10/2014
HI034026,Barbara,Rodriguez, Female,60,Rigger , Outfitting Docks,4,25,3/10/2014
HI983868,Robert,Davis, Male,55,Rigger , Slipways,4,18,3/17/2014
HI160067,David,Smith, Male,46,Rigger , Fabrication Shops,2,22,3/17/2014
HI456487,Robert,Rodriguez, Male,33,Rigger , Paint Shops,4,22,3/24/2014
HI750479,Patricia,Jones, Female,37,Rigger , Outfitting Docks,3,25,3/31/2014
HI121077,Mary,Rodriguez, Female,18,Rigger , Slipways,4,25,4/7/2014
HI171020,James,Jones, Unknown,61,Rigger , Cranes and Heavy Lifting Equipment,3,25,4/14/2014
HI571204,Mary,Rodriguez, Female,25,Rigger , Paint Shops,3,28,5/5/2014
HI414312,Jessica,Miller, Female,40,Rigger , Slipways,3,25,5/12/2014
HI798799,Karen,Davis, Female,59,Rigger , Cranes and Heavy Lifting Equipment,3,22,5/19/2014
HI941978,James,Davis, Male,60,Rigger , Cranes and Heavy Lifting Equipment,4,22,5/19/2014
HI684100,Susan,Garcia, Unknown,40,Rigger , Slipways,4,18,6/2/2014
HI492792,Thomas,Brown, Male,19,Rigger , Slipways,4,22,6/2/2014
HI145962,Karen,Rodriguez, Female,41,Rigger , Slipways,4,25,6/9/2014
HI628931,William,Rodriguez, Male,47,Rigger , Administrative Offices,2,28,6/9/2014
HI831665,Thomas,Martinez, Male,44,Rigger , Paint Shops,3,25,6/16/2014
HI150652,Thomas,Rodriguez, Male,62,Rigger , Fabrication Shops,3,22,6/23/2014
HI335678,Thomas,Garcia, Male,43,Rigger , Slipways,3,28,7/14/2014
HI872862,Elizabeth,Davis, Female,43,Rigger , Paint Shops,2,22,7/21/2014
HI867474,John,Johnson, Male,47,Rigger , Wet Docks,3,28,7/28/2014
HI726189,Jessica,Jones, Female,26,Rigger , Storage Areas,2,22,8/11/2014
HI874865,William,Smith, Male,18,Rigger , Dry Docks,3,22,8/18/2014
HI105942,Charles,Garcia, Male,31,Rigger , Outfitting Docks,3,22,8/25/2014
HI751989,David,Smith, Male,35,Rigger , Storage Areas,2,28,8/25/2014
HI156428,Linda,Martinez, Female,35,Rigger , Cranes and Heavy Lifting Equipment,4,25,9/1/2014
HI113921,Sarah,Garcia, Female,43,Rigger , Outfitting Docks,2,25,9/22/2014
HI264854,Barbara,Davis, Female,51,Rigger , Outfitting Docks,3,18,9/29/2014
HI425513,Jessica,Williams, Female,30,Rigger , Administrative Offices,4,18,10/20/2014
HI184091,James,Jones, Male,58,Rigger , Storage Areas,4,22,10/20/2014
HI860790,John,Williams, Male,39,Rigger , Wet Docks,1,25,10/20/2014
HI771234,Charles,Miller, Male,61,Rigger , Dry Docks,4,25,10/27/2014
HI646459,Michael,Williams, Male,50,Rigger , Administrative Offices,3,28,11/17/2014
HI157393,Elizabeth,Smith, Female,48,Rigger , Testing Facilities,4,28,1/5/2015
HI444640,Joseph,Garcia, Male,32,Rigger , Outfitting Docks,4,28,1/12/2015
HI975470,Michael,Johnson, Male,34,Rigger , Storage Areas,1,28,1/12/2015
HI471396,Susan,Rodriguez, Female,20,Rigger , Cranes and Heavy Lifting Equipment,4,28,1/19/2015
HI192470,Jessica,Rodriguez, Female,25,Rigger , Wet Docks,3,18,1/19/2015
HI496810,Barbara,Davis, Female,25,Rigger , Fabrication Shops,3,28,1/19/2015
HI024939,Barbara,Rodriguez, Unknown,27,Rigger , Storage Areas,4,28,1/19/2015
HI996289,Linda,Rodriguez, Female,30,Rigger , Fabrication Shops,3,22,1/26/2015
HI887984,Susan,Rodriguez, Female,20,Rigger , Outfitting Docks,2,18,1/26/2015
HI215156,David,Martinez, Male,61,Rigger , Cranes and Heavy Lifting Equipment,1,25,2/2/2015
HI428394,Jessica,Smith, Female,30,Rigger , Dry Docks,2,18,2/2/2015
HI344920,David,Martinez, Male,27,Rigger , Cranes and Heavy Lifting Equipment,1,18,2/2/2015
HI220515,Barbara,Smith, Female,51,Rigger , Paint Shops,3,22,2/2/2015
HI172434,Patricia,Miller, Female,20,Rigger , Fabrication Shops,1,28,2/9/2015
HI093564,Jennifer,Johnson, Female,47,Rigger , Administrative Offices,3,25,2/23/2015
HI040484,Susan,Davis, Female,52,Rigger , Paint Shops,3,18,3/2/2015
HI547316,Patricia,Johnson, Female,42,Rigger , Dry Docks,1,18,3/2/2015
HI637218,Mary,Davis, Female,48,Rigger , Fabrication Shops,2,28,3/16/2015
HI027159,Sarah,Garcia, Unknown,65,Rigger , Storage Areas,1,28,3/16/2015
HI136960,Thomas,Brown, Unknown,38,Rigger , Testing Facilities,2,28,3/23/2015
HI513084,Sarah,Williams, Female,48,Rigger , Fabrication Shops,2,22,4/6/2015
HI209127,Linda,Jones, Female,46,Rigger , Cranes and Heavy Lifting Equipment,3,22,4/6/2015
HI685660,Robert,Johnson, Male,41,Rigger , Outfitting Docks,1,25,4/13/2015
HI827006,Mary,Jones, Female,43,Rigger , Outfitting Docks,2,22,5/18/2015
HI952483,Jennifer,Rodriguez, Female,54,Rigger , Administrative Offices,1,25,5/25/2015
HI144689,Elizabeth,Rodriguez, Female,38,Rigger , Slipways,2,22,5/25/2015
HI474727,Richard,Johnson, Male,31,Rigger , Wet Docks,3,28,6/1/2015
HI522150,Thomas,Davis, Male,26,Rigger , Cranes and Heavy Lifting Equipment,4,18,7/6/2015
HI357833,Elizabeth,Williams, Female,48,Rigger , Storage Areas,2,28,7/20/2015
HI086443,John,Jones, Male,38,Rigger , Dry Docks,2,18,8/3/2015
HI683376,Karen,Miller, Female,22,Rigger , Wet Docks,1,25,8/3/2015
HI437533,Michael,Johnson, Male,39,Rigger , Paint Shops,3,18,8/3/2015
HI351699,Jennifer,Smith, Female,63,Rigger , Storage Areas,2,28,8/17/2015
